CMDLINE python try_STARS_prefetched.py
MEM 2081.312500 1695338827.8638
MEM 2081.312500 1695338827.9648
MEM 2081.312500 1695338828.0694
MEM 2081.312500 1695338828.1715
MEM 2081.312500 1695338828.2767
MEM 2081.312500 1695338828.3819
MEM 2081.312500 1695338828.4871
MEM 2081.312500 1695338828.5924
MEM 2081.312500 1695338828.6939
MEM 2081.312500 1695338828.7956
MEM 2081.312500 1695338828.8960
MEM 2081.312500 1695338828.9987
MEM 2081.312500 1695338829.1040
MEM 2081.312500 1695338829.2095
MEM 2081.312500 1695338829.3145
MEM 2081.312500 1695338829.4187
MEM 2081.312500 1695338829.5240
MEM 2081.312500 1695338829.6292
MEM 2081.312500 1695338829.7315
MEM 2081.312500 1695338829.8367
MEM 2081.312500 1695338829.9379
MEM 2081.312500 1695338830.0424
MEM 2081.312500 1695338830.1465
MEM 2081.312500 1695338830.2517
MEM 2081.312500 1695338830.3554
MEM 2081.312500 1695338830.4588
MEM 2081.312500 1695338830.5640
MEM 2081.312500 1695338830.6665
MEM 2081.312500 1695338830.7708
MEM 2081.312500 1695338830.8723
MEM 2081.312500 1695338830.9768
MEM 2081.312500 1695338831.0820
MEM 2081.312500 1695338831.1872
MEM 2081.312500 1695338831.2909
MEM 2081.312500 1695338831.3949
MEM 2081.312500 1695338831.5001
MEM 2081.312500 1695338831.6053
MEM 2081.312500 1695338831.7108
MEM 2081.312500 1695338831.8122
MEM 2081.312500 1695338831.9173
MEM 2081.312500 1695338832.0225
MEM 2081.312500 1695338832.1235
MEM 2081.312500 1695338832.2296
MEM 2081.312500 1695338832.3299
MEM 2081.312500 1695338832.4352
MEM 2081.312500 1695338832.5382
MEM 2081.312500 1695338832.6434
MEM 2081.312500 1695338832.7486
MEM 2081.312500 1695338832.8508
MEM 2081.312500 1695338832.9527
MEM 2081.312500 1695338833.0563
MEM 2081.312500 1695338833.1615
MEM 2081.312500 1695338833.2646
MEM 2081.312500 1695338833.3704
MEM 2081.312500 1695338833.4778
MEM 2081.312500 1695338833.5813
MEM 2081.312500 1695338833.6848
MEM 2081.312500 1695338833.7887
MEM 2081.312500 1695338833.8923
MEM 2081.312500 1695338833.9975
MEM 2081.312500 1695338834.1027
MEM 2081.312500 1695338834.2040
MEM 2081.312500 1695338834.3048
MEM 2081.312500 1695338834.4076
MEM 2081.312500 1695338834.5127
MEM 2081.312500 1695338834.6144
MEM 2081.312500 1695338834.7199
MEM 2081.312500 1695338834.8214
MEM 2081.312500 1695338834.9266
MEM 2081.312500 1695338835.0311
MEM 2081.312500 1695338835.1366
MEM 2081.312500 1695338835.2418
MEM 2081.312500 1695338835.3484
MEM 2081.312500 1695338835.4520
MEM 2081.312500 1695338835.5572
MEM 2081.312500 1695338835.6575
MEM 2081.312500 1695338835.7627
MEM 2081.312500 1695338835.8657
MEM 2081.312500 1695338835.9714
MEM 2081.312500 1695338836.0767
MEM 2081.312500 1695338836.1824
MEM 2081.312500 1695338836.2868
MEM 2081.312500 1695338836.3900
MEM 2081.312500 1695338836.4908
MEM 2081.312500 1695338836.5951
MEM 2081.312500 1695338836.7003
MEM 2081.312500 1695338836.8033
MEM 2081.312500 1695338836.9079
MEM 2081.312500 1695338837.0131
MEM 2081.312500 1695338837.1136
MEM 2081.312500 1695338837.2182
MEM 2081.312500 1695338837.3210
MEM 2081.312500 1695338837.4224
MEM 2081.312500 1695338837.5242
MEM 2081.312500 1695338837.6294
MEM 2081.312500 1695338837.7334
MEM 2081.312500 1695338837.8386
MEM 2081.312500 1695338837.9438
MEM 2081.312500 1695338838.0454
MEM 2081.312500 1695338838.1475
MEM 2081.312500 1695338838.2526
MEM 2081.312500 1695338838.3551
MEM 2081.312500 1695338838.4582
MEM 2081.312500 1695338838.5623
MEM 2081.312500 1695338838.6635
MEM 2081.312500 1695338838.7689
MEM 2081.312500 1695338838.8725
MEM 2081.312500 1695338838.9777
MEM 2081.312500 1695338839.0797
MEM 2081.312500 1695338839.1829
MEM 2081.312500 1695338839.2881
MEM 2081.312500 1695338839.3931
MEM 2081.312500 1695338839.4983
MEM 2081.312500 1695338839.6035
MEM 2081.312500 1695338839.7087
MEM 2081.312500 1695338839.8098
MEM 2081.312500 1695338839.9142
MEM 2081.312500 1695338840.0195
MEM 2081.312500 1695338840.1228
MEM 2081.312500 1695338840.2280
MEM 2081.312500 1695338840.3332
MEM 2081.312500 1695338840.4385
MEM 2081.312500 1695338840.5438
MEM 2081.312500 1695338840.6496
MEM 2081.312500 1695338840.7543
MEM 2081.312500 1695338840.8595
MEM 2081.312500 1695338840.9618
MEM 2081.312500 1695338841.0662
MEM 2081.312500 1695338841.1682
MEM 2081.312500 1695338841.2724
MEM 2081.312500 1695338841.3776
MEM 2081.312500 1695338841.4802
MEM 2081.312500 1695338841.5853
MEM 2081.312500 1695338841.6875
MEM 2081.312500 1695338841.7886
MEM 2081.312500 1695338841.8907
MEM 2081.312500 1695338841.9959
MEM 2081.312500 1695338842.0962
MEM 2081.312500 1695338842.2014
MEM 2081.312500 1695338842.3051
MEM 2081.312500 1695338842.4103
MEM 2081.312500 1695338842.5125
MEM 2081.312500 1695338842.6143
MEM 2081.312500 1695338842.7176
MEM 2081.312500 1695338842.8227
MEM 2081.312500 1695338842.9260
MEM 2081.312500 1695338843.0310
MEM 2081.312500 1695338843.1362
MEM 2081.312500 1695338843.2381
MEM 2081.312500 1695338843.3432
MEM 2081.312500 1695338843.4459
MEM 2081.312500 1695338843.5512
MEM 2081.312500 1695338843.6561
MEM 2081.312500 1695338843.7570
MEM 2081.312500 1695338843.8619
MEM 2081.312500 1695338843.9671
MEM 2081.312500 1695338844.0723
MEM 2081.312500 1695338844.1775
MEM 2081.312500 1695338844.2828
MEM 2081.312500 1695338844.3880
MEM 2081.312500 1695338844.4895
MEM 2081.312500 1695338844.5937
MEM 2081.312500 1695338844.6985
MEM 2081.312500 1695338844.8037
MEM 2081.312500 1695338844.9082
MEM 2081.312500 1695338845.0162
MEM 2081.312500 1695338845.1214
MEM 2081.312500 1695338845.2249
MEM 2081.312500 1695338845.3287
MEM 2081.312500 1695338845.4328
MEM 2081.312500 1695338845.5381
MEM 2081.312500 1695338845.6411
MEM 2081.312500 1695338845.7453
MEM 2081.312500 1695338845.8483
MEM 2081.312500 1695338845.9487
MEM 2081.312500 1695338846.0537
MEM 2081.312500 1695338846.1581
MEM 2081.312500 1695338846.2601
MEM 2081.312500 1695338846.3639
MEM 2081.312500 1695338846.4682
MEM 2081.312500 1695338846.5728
MEM 2081.312500 1695338846.6758
MEM 2081.312500 1695338846.7802
MEM 2081.312500 1695338846.8821
MEM 2081.312500 1695338846.9837
MEM 2081.312500 1695338847.0885
MEM 2081.312500 1695338847.1937
MEM 2081.312500 1695338847.2992
MEM 2081.312500 1695338847.4044
MEM 2081.312500 1695338847.5088
MEM 2081.312500 1695338847.6140
MEM 2081.312500 1695338847.7186
MEM 2081.312500 1695338847.8239
MEM 2081.312500 1695338847.9291
MEM 2081.312500 1695338848.0327
MEM 2081.312500 1695338848.1380
MEM 2081.312500 1695338848.2432
MEM 2081.312500 1695338848.3485
MEM 2081.312500 1695338848.4505
MEM 2081.312500 1695338848.5557
MEM 2081.312500 1695338848.6602
MEM 2081.312500 1695338848.7623
MEM 2081.312500 1695338848.8675
MEM 2081.312500 1695338848.9699
MEM 2081.312500 1695338849.0719
MEM 2081.312500 1695338849.1771
MEM 2081.312500 1695338849.2823
MEM 2081.312500 1695338849.3870
MEM 2081.312500 1695338849.4893
MEM 2081.312500 1695338849.5946
MEM 2081.312500 1695338849.6998
MEM 2081.312500 1695338849.8051
MEM 2081.312500 1695338849.9081
MEM 2081.312500 1695338850.0164
MEM 2081.312500 1695338850.1174
MEM 2081.312500 1695338850.2207
MEM 2081.312500 1695338850.3246
MEM 2081.312500 1695338850.4298
MEM 2081.312500 1695338850.5351
MEM 2081.312500 1695338850.6397
MEM 2081.312500 1695338850.7449
MEM 2081.312500 1695338850.8471
MEM 2081.312500 1695338850.9480
MEM 2081.312500 1695338851.0532
MEM 2081.312500 1695338851.1549
MEM 2081.312500 1695338851.2579
MEM 2081.312500 1695338851.3624
MEM 2081.312500 1695338851.4660
MEM 2081.312500 1695338851.5704
MEM 2081.312500 1695338851.6732
MEM 2081.312500 1695338851.7771
MEM 2081.312500 1695338851.8823
MEM 2081.312500 1695338851.9875
MEM 2081.312500 1695338852.0889
MEM 2081.312500 1695338852.1897
MEM 2081.312500 1695338852.2950
MEM 2081.312500 1695338852.4002
MEM 2081.312500 1695338852.5054
MEM 2081.312500 1695338852.6106
MEM 2081.312500 1695338852.7159
MEM 2081.312500 1695338852.8206
MEM 2081.312500 1695338852.9215
MEM 2081.312500 1695338853.0257
MEM 2081.312500 1695338853.1304
MEM 2081.312500 1695338853.2314
MEM 2081.312500 1695338853.3367
MEM 2081.312500 1695338853.4407
MEM 2081.312500 1695338853.5411
MEM 2081.312500 1695338853.6463
MEM 2081.312500 1695338853.7515
MEM 2081.312500 1695338853.8551
MEM 2081.312500 1695338853.9579
MEM 2081.312500 1695338854.0631
MEM 2081.312500 1695338854.1689
MEM 2081.312500 1695338854.2741
MEM 2081.312500 1695338854.3794
MEM 2081.312500 1695338854.4846
MEM 2081.312500 1695338854.5898
MEM 2081.312500 1695338854.6950
MEM 2081.312500 1695338854.8002
MEM 2081.312500 1695338854.9053
MEM 2081.312500 1695338855.0105
MEM 2081.312500 1695338855.1167
MEM 2081.312500 1695338855.2201
MEM 2081.312500 1695338855.3253
MEM 2081.312500 1695338855.4305
MEM 2081.312500 1695338855.5330
MEM 2081.312500 1695338855.6398
MEM 2081.312500 1695338855.7436
MEM 2081.312500 1695338855.8516
MEM 2081.312500 1695338855.9553
MEM 2081.312500 1695338856.0594
MEM 2081.312500 1695338856.1643
MEM 2081.312500 1695338856.2696
MEM 2081.312500 1695338856.3748
MEM 2081.312500 1695338856.4792
MEM 2081.312500 1695338856.5840
MEM 2081.312500 1695338856.6892
MEM 2081.312500 1695338856.7944
MEM 2081.312500 1695338856.8997
MEM 2081.312500 1695338857.0043
MEM 2081.312500 1695338857.1085
MEM 2081.312500 1695338857.2102
MEM 2081.312500 1695338857.3125
MEM 2081.312500 1695338857.4139
MEM 2081.312500 1695338857.5191
MEM 2081.312500 1695338857.6231
MEM 2081.312500 1695338857.7285
MEM 2081.312500 1695338857.8304
MEM 2081.312500 1695338857.9327
MEM 2081.312500 1695338858.0380
MEM 2081.312500 1695338858.1432
MEM 2081.312500 1695338858.2485
MEM 2081.312500 1695338858.3529
MEM 2081.312500 1695338858.4581
MEM 2081.312500 1695338858.5668
MEM 2081.312500 1695338858.6720
MEM 2081.312500 1695338858.7740
MEM 2081.312500 1695338858.8783
MEM 2081.312500 1695338858.9799
MEM 2081.312500 1695338859.0849
MEM 2081.312500 1695338859.1871
MEM 2081.312500 1695338859.2911
MEM 2081.312500 1695338859.3963
MEM 2081.312500 1695338859.5015
MEM 2081.312500 1695338859.6049
MEM 2081.312500 1695338859.7101
MEM 2081.312500 1695338859.8153
MEM 2081.312500 1695338859.9204
MEM 2081.312500 1695338860.0265
MEM 2081.312500 1695338860.1292
MEM 2081.312500 1695338860.2344
MEM 2081.312500 1695338860.3395
MEM 2081.312500 1695338860.4448
MEM 2081.312500 1695338860.5499
MEM 2081.312500 1695338860.6536
MEM 2081.312500 1695338860.7586
MEM 2081.312500 1695338860.8638
MEM 2081.312500 1695338860.9722
MEM 2081.312500 1695338861.0731
MEM 2081.312500 1695338861.1785
MEM 2081.312500 1695338861.2838
MEM 2081.312500 1695338861.3884
MEM 2081.312500 1695338861.4893
MEM 2081.312500 1695338861.5935
MEM 2081.312500 1695338861.6984
MEM 2081.312500 1695338861.8048
MEM 2081.312500 1695338861.9055
MEM 2081.312500 1695338862.0107
MEM 2081.312500 1695338862.1128
MEM 2081.312500 1695338862.2178
MEM 2081.312500 1695338862.3231
MEM 2081.312500 1695338862.4283
MEM 2081.312500 1695338862.5293
MEM 2081.312500 1695338862.6345
MEM 2081.312500 1695338862.7397
MEM 2081.312500 1695338862.8449
MEM 2081.312500 1695338862.9454
MEM 2081.312500 1695338863.0498
MEM 2081.312500 1695338863.1550
MEM 2081.312500 1695338863.2557
MEM 2081.312500 1695338863.3568
MEM 2081.312500 1695338863.4621
MEM 2081.312500 1695338863.5672
MEM 2081.312500 1695338863.6724
MEM 2081.312500 1695338863.7732
MEM 2081.312500 1695338863.8784
MEM 2081.312500 1695338863.9837
MEM 2081.312500 1695338864.0883
MEM 2081.312500 1695338864.1895
MEM 2081.312500 1695338864.2909
MEM 2081.312500 1695338864.3961
MEM 2081.312500 1695338864.5014
MEM 2081.312500 1695338864.6066
MEM 2081.312500 1695338864.7119
MEM 2081.312500 1695338864.8159
MEM 2081.312500 1695338864.9196
MEM 2081.312500 1695338865.0248
MEM 2081.312500 1695338865.1299
MEM 2081.312500 1695338865.2351
MEM 2081.312500 1695338865.3357
MEM 2081.312500 1695338865.4409
MEM 2081.312500 1695338865.5454
MEM 2081.312500 1695338865.6477
MEM 2081.312500 1695338865.7529
MEM 2081.312500 1695338865.8549
MEM 2081.312500 1695338865.9602
MEM 2081.312500 1695338866.0653
MEM 2081.312500 1695338866.1671
MEM 2081.312500 1695338866.2693
MEM 2081.312500 1695338866.3742
MEM 2081.312500 1695338866.4765
MEM 2081.312500 1695338866.5817
MEM 2081.312500 1695338866.6869
MEM 2081.312500 1695338866.7922
MEM 2081.312500 1695338866.8974
MEM 2081.312500 1695338867.0015
MEM 2081.312500 1695338867.1048
MEM 2081.312500 1695338867.2092
MEM 2081.312500 1695338867.3138
MEM 2081.312500 1695338867.4191
MEM 2081.312500 1695338867.5243
MEM 2081.312500 1695338867.6295
MEM 2081.312500 1695338867.7348
MEM 2081.312500 1695338867.8393
MEM 2081.312500 1695338867.9408
MEM 2081.312500 1695338868.0460
MEM 2081.312500 1695338868.1482
MEM 2081.312500 1695338868.2508
MEM 2081.312500 1695338868.3560
MEM 2081.312500 1695338868.4613
MEM 2081.312500 1695338868.5658
MEM 2081.312500 1695338868.6710
MEM 2081.312500 1695338868.7761
MEM 2081.312500 1695338868.8813
MEM 2081.312500 1695338868.9865
MEM 2081.312500 1695338869.0897
MEM 2081.312500 1695338869.1931
MEM 2081.312500 1695338869.2985
MEM 2081.312500 1695338869.4026
MEM 2081.312500 1695338869.5043
MEM 2081.312500 1695338869.6089
MEM 2081.312500 1695338869.7141
MEM 2081.312500 1695338869.8163
MEM 2081.312500 1695338869.9216
MEM 2081.312500 1695338870.0268
MEM 2081.312500 1695338870.1278
MEM 2081.312500 1695338870.2299
MEM 2081.312500 1695338870.3324
MEM 2081.312500 1695338870.4376
MEM 2081.312500 1695338870.5421
MEM 2081.312500 1695338870.6449
MEM 2081.312500 1695338870.7469
MEM 2081.312500 1695338870.8521
MEM 2081.312500 1695338870.9572
MEM 2081.312500 1695338871.0624
MEM 2081.312500 1695338871.1631
MEM 2081.312500 1695338871.2678
MEM 2081.312500 1695338871.3690
MEM 2081.312500 1695338871.4732
MEM 2081.312500 1695338871.5792
MEM 2081.312500 1695338871.6833
MEM 2081.312500 1695338871.7888
MEM 2081.312500 1695338871.8922
MEM 2081.312500 1695338871.9954
MEM 2081.312500 1695338872.0972
MEM 2081.312500 1695338872.2024
MEM 2081.312500 1695338872.3045
MEM 2081.312500 1695338872.4067
MEM 2081.312500 1695338872.5111
MEM 2081.312500 1695338872.6133
MEM 2081.312500 1695338872.7184
MEM 2081.312500 1695338872.8236
MEM 2081.312500 1695338872.9245
MEM 2081.312500 1695338873.0292
MEM 2081.312500 1695338873.1342
MEM 2081.312500 1695338873.2381
MEM 2081.312500 1695338873.3403
MEM 2081.312500 1695338873.4456
MEM 2081.312500 1695338873.5465
MEM 2081.312500 1695338873.6481
MEM 2081.312500 1695338873.7533
MEM 2081.312500 1695338873.8590
MEM 2081.312500 1695338873.9644
MEM 2081.312500 1695338874.0681
MEM 2081.312500 1695338874.1733
MEM 2081.312500 1695338874.2785
MEM 2081.312500 1695338874.3836
MEM 2081.312500 1695338874.4889
MEM 2081.312500 1695338874.5941
MEM 2081.312500 1695338874.6944
MEM 2081.312500 1695338874.7996
MEM 2081.312500 1695338874.9019
MEM 2081.312500 1695338875.0044
MEM 2081.312500 1695338875.1053
MEM 2081.312500 1695338875.2114
MEM 2081.312500 1695338875.3162
MEM 2081.312500 1695338875.4213
MEM 2081.312500 1695338875.5265
MEM 2081.312500 1695338875.6319
MEM 2081.312500 1695338875.7352
MEM 2081.312500 1695338875.8389
MEM 2081.312500 1695338875.9423
MEM 2081.312500 1695338876.0475
MEM 2081.312500 1695338876.1527
MEM 2081.312500 1695338876.2560
MEM 2081.312500 1695338876.3612
MEM 2081.312500 1695338876.4652
MEM 2081.312500 1695338876.5704
MEM 2081.312500 1695338876.6732
MEM 2081.312500 1695338876.7781
MEM 2081.312500 1695338876.8797
MEM 2081.312500 1695338876.9815
MEM 2081.312500 1695338877.0869
MEM 2081.312500 1695338877.1921
MEM 2081.312500 1695338877.2954
MEM 2081.312500 1695338877.4000
MEM 2081.312500 1695338877.5053
MEM 2081.312500 1695338877.6105
MEM 2081.312500 1695338877.7158
MEM 2081.312500 1695338877.8181
MEM 2081.312500 1695338877.9225
MEM 2081.312500 1695338878.0276
MEM 2081.312500 1695338878.1328
MEM 2081.312500 1695338878.2382
MEM 2081.312500 1695338878.3405
MEM 2081.312500 1695338878.4453
MEM 2081.312500 1695338878.5486
MEM 2081.312500 1695338878.6532
MEM 2081.312500 1695338878.7592
MEM 2081.312500 1695338878.8640
MEM 2081.312500 1695338878.9681
MEM 2081.312500 1695338879.0732
MEM 2081.312500 1695338879.1785
MEM 2081.312500 1695338879.2837
MEM 2081.312500 1695338879.3864
MEM 2081.312500 1695338879.4916
MEM 2081.312500 1695338879.5922
MEM 2081.312500 1695338879.6971
MEM 2081.312500 1695338879.8025
MEM 2081.312500 1695338879.9077
MEM 2081.312500 1695338880.0115
MEM 2081.312500 1695338880.1136
MEM 2081.312500 1695338880.2159
MEM 2081.312500 1695338880.3212
MEM 2081.312500 1695338880.4264
MEM 2081.312500 1695338880.5323
MEM 2081.312500 1695338880.6366
MEM 2081.312500 1695338880.7418
MEM 2081.312500 1695338880.8470
MEM 2081.312500 1695338880.9522
MEM 2081.312500 1695338881.0534
MEM 2081.312500 1695338881.1583
MEM 2081.312500 1695338881.2635
MEM 2081.312500 1695338881.3687
MEM 2081.312500 1695338881.4739
MEM 2081.312500 1695338881.5791
MEM 2081.312500 1695338881.6843
MEM 2081.312500 1695338881.7895
MEM 2081.312500 1695338881.8947
MEM 2081.312500 1695338881.9999
MEM 2081.312500 1695338882.1059
MEM 2081.312500 1695338882.2074
MEM 2081.312500 1695338882.3126
MEM 2081.312500 1695338882.4178
MEM 2081.312500 1695338882.5211
MEM 2081.312500 1695338882.6263
MEM 2081.312500 1695338882.7315
MEM 2081.312500 1695338882.8368
MEM 2081.312500 1695338882.9376
MEM 2081.312500 1695338883.0380
MEM 2081.312500 1695338883.1408
MEM 2081.312500 1695338883.2460
MEM 2081.312500 1695338883.3513
MEM 2081.312500 1695338883.4531
MEM 2081.312500 1695338883.5539
MEM 2081.312500 1695338883.6580
MEM 2081.312500 1695338883.7632
MEM 2081.312500 1695338883.8685
MEM 2081.312500 1695338883.9736
MEM 2081.312500 1695338884.0807
MEM 2081.312500 1695338884.1814
MEM 2081.312500 1695338884.2866
MEM 2081.312500 1695338884.3918
MEM 2081.312500 1695338884.4970
MEM 2081.312500 1695338884.6022
MEM 2081.312500 1695338884.7057
MEM 2081.312500 1695338884.8109
MEM 2081.312500 1695338884.9152
MEM 2081.312500 1695338885.0201
MEM 2081.312500 1695338885.1252
MEM 2081.312500 1695338885.2295
MEM 2081.312500 1695338885.3344
MEM 2081.312500 1695338885.4353
MEM 2081.312500 1695338885.5390
MEM 2081.312500 1695338885.6419
MEM 2081.312500 1695338885.7431
MEM 2081.312500 1695338885.8459
MEM 2081.312500 1695338885.9492
MEM 2081.312500 1695338886.0531
MEM 2081.312500 1695338886.1582
MEM 2081.312500 1695338886.2622
MEM 2081.312500 1695338886.3676
MEM 2081.312500 1695338886.4691
MEM 2081.312500 1695338886.5737
MEM 2081.312500 1695338886.6790
MEM 2081.312500 1695338886.7842
MEM 2081.312500 1695338886.8894
MEM 2081.312500 1695338886.9947
MEM 2081.312500 1695338887.0999
MEM 2081.312500 1695338887.2053
MEM 2081.312500 1695338887.3080
MEM 2081.312500 1695338887.4088
MEM 2081.312500 1695338887.5140
MEM 2081.312500 1695338887.6193
MEM 2081.312500 1695338887.7198
MEM 2081.312500 1695338887.8241
MEM 2081.312500 1695338887.9281
MEM 2081.312500 1695338888.0284
MEM 2081.312500 1695338888.1337
MEM 2081.312500 1695338888.2379
MEM 2081.312500 1695338888.3431
MEM 2081.312500 1695338888.4483
MEM 2081.312500 1695338888.5543
MEM 2081.312500 1695338888.6580
MEM 2081.312500 1695338888.7632
MEM 2081.312500 1695338888.8679
MEM 2081.312500 1695338888.9731
MEM 2081.312500 1695338889.0751
MEM 2081.312500 1695338889.1762
MEM 2081.312500 1695338889.2814
MEM 2081.312500 1695338889.3867
MEM 2081.312500 1695338889.4905
MEM 2081.312500 1695338889.5955
MEM 2081.312500 1695338889.7007
MEM 2081.312500 1695338889.8044
MEM 2081.312500 1695338889.9097
MEM 2081.312500 1695338890.0157
MEM 2081.312500 1695338890.1207
MEM 2081.312500 1695338890.2238
MEM 2081.312500 1695338890.3290
MEM 2081.312500 1695338890.4299
MEM 2081.312500 1695338890.5328
MEM 2081.312500 1695338890.6374
MEM 2081.312500 1695338890.7428
MEM 2081.312500 1695338890.8476
MEM 2081.312500 1695338890.9528
MEM 2081.312500 1695338891.0587
MEM 2081.312500 1695338891.1638
MEM 2081.312500 1695338891.2690
MEM 2081.312500 1695338891.3742
MEM 2081.312500 1695338891.4749
MEM 2081.312500 1695338891.5801
MEM 2081.312500 1695338891.6856
MEM 2081.312500 1695338891.7862
MEM 2081.312500 1695338891.8879
MEM 2081.312500 1695338891.9931
MEM 2081.312500 1695338892.0983
MEM 2081.312500 1695338892.2035
MEM 2081.312500 1695338892.3089
MEM 2081.312500 1695338892.4113
MEM 2081.312500 1695338892.5165
MEM 2081.312500 1695338892.6187
MEM 2081.312500 1695338892.7238
MEM 2081.312500 1695338892.8277
MEM 2081.312500 1695338892.9290
MEM 2081.312500 1695338893.0342
MEM 2081.312500 1695338893.1394
MEM 2081.312500 1695338893.2447
MEM 2081.312500 1695338893.3487
MEM 2081.312500 1695338893.4515
MEM 2081.312500 1695338893.5558
MEM 2081.312500 1695338893.6610
MEM 2081.312500 1695338893.7664
MEM 2081.312500 1695338893.8716
MEM 2081.312500 1695338893.9769
MEM 2081.312500 1695338894.0783
MEM 2081.312500 1695338894.1835
MEM 2081.312500 1695338894.2861
MEM 2081.312500 1695338894.3906
MEM 2081.312500 1695338894.4959
MEM 2081.312500 1695338894.5978
MEM 2081.312500 1695338894.7030
MEM 2081.312500 1695338894.8085
MEM 2081.312500 1695338894.9138
MEM 2081.312500 1695338895.0186
MEM 2081.312500 1695338895.1198
MEM 2081.312500 1695338895.2250
MEM 2081.312500 1695338895.3301
MEM 2081.312500 1695338895.4353
MEM 2081.312500 1695338895.5397
MEM 2081.312500 1695338895.6434
MEM 2081.312500 1695338895.7486
MEM 2081.312500 1695338895.8517
MEM 2081.312500 1695338895.9569
MEM 2081.312500 1695338896.0591
MEM 2081.312500 1695338896.1660
MEM 2081.312500 1695338896.2712
MEM 2081.312500 1695338896.3763
MEM 2081.312500 1695338896.4816
MEM 2081.312500 1695338896.5868
MEM 2081.312500 1695338896.6920
MEM 2081.312500 1695338896.7972
MEM 2081.312500 1695338896.8980
MEM 2081.312500 1695338897.0012
MEM 2081.312500 1695338897.1055
MEM 2081.312500 1695338897.2111
MEM 2081.312500 1695338897.3163
MEM 2081.312500 1695338897.4215
MEM 2081.312500 1695338897.5268
MEM 2081.312500 1695338897.6292
MEM 2081.312500 1695338897.7344
MEM 2081.312500 1695338897.8354
MEM 2081.312500 1695338897.9406
MEM 2081.312500 1695338898.0449
MEM 2081.312500 1695338898.1501
MEM 2081.312500 1695338898.2554
MEM 2081.312500 1695338898.3607
MEM 2081.312500 1695338898.4621
MEM 2081.312500 1695338898.5669
MEM 2081.312500 1695338898.6709
MEM 2081.312500 1695338898.7712
MEM 2081.312500 1695338898.8764
MEM 2081.312500 1695338898.9794
MEM 2081.312500 1695338899.0847
MEM 2081.312500 1695338899.1873
MEM 2081.312500 1695338899.2926
MEM 2081.312500 1695338899.3977
MEM 2081.312500 1695338899.4987
MEM 2081.312500 1695338899.6029
MEM 2081.312500 1695338899.7089
MEM 2081.312500 1695338899.8141
MEM 2081.312500 1695338899.9193
MEM 2081.312500 1695338900.0246
MEM 2081.312500 1695338900.1298
MEM 2081.312500 1695338900.2344
MEM 2081.312500 1695338900.3396
MEM 2081.312500 1695338900.4449
MEM 2081.312500 1695338900.5488
MEM 2081.312500 1695338900.6502
MEM 2081.312500 1695338900.7554
MEM 2081.312500 1695338900.8607
MEM 2081.312500 1695338900.9653
MEM 2081.312500 1695338901.0671
MEM 2081.312500 1695338901.1695
MEM 2081.312500 1695338901.2702
MEM 2081.312500 1695338901.3754
MEM 2081.312500 1695338901.4806
MEM 2081.312500 1695338901.5865
MEM 2081.312500 1695338901.6922
MEM 2081.312500 1695338901.7975
MEM 2081.312500 1695338901.8998
MEM 2081.312500 1695338902.0049
MEM 2081.312500 1695338902.1088
MEM 2081.312500 1695338902.2115
MEM 2081.312500 1695338902.3139
MEM 2081.312500 1695338902.4177
MEM 2081.312500 1695338902.5222
MEM 2081.312500 1695338902.6274
MEM 2081.312500 1695338902.7326
MEM 2081.312500 1695338902.8379
MEM 2081.312500 1695338902.9418
MEM 2081.312500 1695338903.0470
MEM 2081.312500 1695338903.1529
MEM 2081.312500 1695338903.2554
MEM 2081.312500 1695338903.3607
MEM 2081.312500 1695338903.4653
MEM 2081.312500 1695338903.5694
MEM 2081.312500 1695338903.6746
MEM 2081.312500 1695338903.7799
MEM 2081.312500 1695338903.8850
MEM 2081.312500 1695338903.9896
MEM 2081.312500 1695338904.0951
MEM 2081.312500 1695338904.2004
MEM 2081.312500 1695338904.3013
MEM 2081.312500 1695338904.4065
MEM 2081.312500 1695338904.5095
MEM 2081.312500 1695338904.6103
MEM 2081.312500 1695338904.7117
MEM 2081.312500 1695338904.8142
MEM 2081.312500 1695338904.9145
MEM 2081.312500 1695338905.0197
MEM 2081.312500 1695338905.1248
MEM 2081.312500 1695338905.2300
MEM 2081.312500 1695338905.3318
MEM 2081.312500 1695338905.4368
MEM 2081.312500 1695338905.5404
MEM 2081.312500 1695338905.6455
MEM 2081.312500 1695338905.7462
MEM 2081.312500 1695338905.8514
MEM 2081.312500 1695338905.9567
MEM 2081.312500 1695338906.0611
MEM 2081.312500 1695338906.1663
MEM 2081.312500 1695338906.2688
MEM 2081.312500 1695338906.3736
MEM 2081.312500 1695338906.4788
MEM 2081.312500 1695338906.5794
MEM 2081.312500 1695338906.6847
MEM 2081.312500 1695338906.7879
MEM 2081.312500 1695338906.8932
MEM 2081.312500 1695338906.9977
MEM 2081.312500 1695338907.1029
MEM 2081.312500 1695338907.2051
MEM 2081.312500 1695338907.3087
MEM 2081.312500 1695338907.4138
MEM 2081.312500 1695338907.5190
MEM 2081.312500 1695338907.6242
MEM 2081.312500 1695338907.7284
MEM 2081.312500 1695338907.8307
MEM 2081.312500 1695338907.9359
MEM 2081.312500 1695338908.0399
MEM 2081.312500 1695338908.1451
MEM 2081.312500 1695338908.2503
MEM 2081.312500 1695338908.3555
MEM 2081.312500 1695338908.4607
MEM 2081.312500 1695338908.5659
